"","K_sat","Q_sat","E_sym","L_sym","K_sym","Q_sym","R14","Lambda14"
"9034",229.453432263713,-113.532891769436,31.9069986491473,49.5918853518146,-35.0406568123381,531.5801997923,12.1208092023304,431.226626196435
"9035",244.107735928915,-87.3096148347115,32.0864495774803,58.7939663623009,-16.8800282872213,513.195276888394,12.2892505465103,473.324772695412
"9036",268.825555952374,-129.999076464563,34.8652636449435,56.0834527549523,-120.584621857525,240.947554062532,12.2949354203269,472.393871232344
"9037",235.478467075358,-124.29407262665,33.9771092833799,44.1983034004594,-122.877222478948,176.393459556665,11.8470888117336,360.191684250832
"9038",225.375407414449,-97.2691718463279,32.4450208459618,61.5854241969321,-12.7154331952645,93.365351629868,12.1077385444658,421.77516233097
"9039",222.870982352153,-113.996185877409,36.1766479405442,57.8964997016939,-78.2988356169939,189.928541385582,12.0118740201671,387.744854752691
"9040",234.548304933842,-141.59057358699,32.57189845835,51.3808684405602,-55.7145212475392,255.233630150199,12.071630124556,417.976715073932
"9041",196.965953279635,-70.0572691249999,34.4113183217659,34.3179097684218,-96.2496896066065,420.524603725278,11.7742830761735,357.119362703575
"9042",218.128078230591,-104.655241599332,30.1286617570468,65.0612403582815,21.796266146062,138.052034357989,12.0029346426321,405.367554379363
"9043",217.221358690499,-87.4649158699708,32.2285816462482,59.0141246148576,-12.2007771309019,160.518932819191,12.0545266037733,407.274826966471
"9044",227.497445226132,-72.3789931796011,31.9986828830521,66.4599780301145,15.719713056154,138.440604325657,12.1451104816837,436.385730925976
"9045",240.457326618115,-45.3633301504732,36.6345737193582,43.2298563660604,-110.854748443266,177.198308880312,12.1149061203793,424.84661503129
"9046",214.326140285955,-119.279140023007,32.3760463408121,35.7304277272907,-118.229943817491,195.81609547428,11.5115537059331,301.539039204473
"9047",230.661671319571,-108.520207643084,35.0071793723395,57.1678111192714,-79.5536310274854,139.476232764158,12.0674715231406,407.999615111264
"9048",237.451709121689,-87.0722614979654,34.4169844985574,54.3605000284284,4.84449078327005,778.01697322381,12.1689352606917,423.475669448195
"9049",251.943828271069,-48.7915456075306,33.1151124597234,51.9852686929743,-86.8277369901804,219.01011781957,12.2876285117593,475.85266712283
"9050",234.755746955149,-39.0065851044855,30.3687894151623,41.878942705155,-85.1541837183352,243.318728669165,12.078687688919,445.364557040877
"9051",233.419734878313,-85.2481887649936,32.6861874287857,50.6645631689618,-45.8656210170175,366.472493933754,12.1855774534204,449.656419193926
"9052",255.619821574964,-131.487782295081,34.5310007498601,34.4971215736643,-194.696422381463,329.386436827701,11.6270790664885,317.602426159859
"9053",262.677547140604,-121.09476896706,33.2819447341994,49.3425419037649,-143.356527466685,187.162152563909,12.08200001,416.759868029546
"9054",231.223332463084,-112.154568330339,36.4334268746394,48.9470909447716,17.339750764809,1135.34402651196,11.8175274708792,324.010605304481
"9055",237.878897637107,-114.917299356485,32.5819526345796,63.3884673714251,-5.38941256618713,382.015407011624,12.1840862336291,436.113646613442
"9056",233.908637117728,-74.7313963718736,30.1706661975847,48.265806631544,-68.9111991801159,205.977001471556,12.0662537034126,441.549730168369
"9057",237.901047746979,-102.943028360603,31.0446670156566,63.895604321196,75.9045976208366,953.650939640191,11.9010034677605,358.969280628095
"9058",249.056217951651,-70.7237957364799,33.8093316992038,45.4564921809527,-113.646125497878,234.584105554194,12.1441621870278,437.253624777394
"9059",239.028863280851,-108.889914326472,35.5407225652893,70.3169055670529,-39.3496116828723,63.0852408618478,12.2031824233459,431.429607150957
"9060",228.63768333146,-103.743293595586,30.7890581735635,43.5109460427891,-106.301583120352,87.3217869801495,11.7264871251617,344.975330495284
"9061",236.298099750792,-147.516370973565,32.6367782949516,63.6576472518156,-23.8855198498004,95.2055762270286,12.1107150516089,417.600295057607
"9062",230.245234191771,-83.0691933471512,32.8861571868302,61.8049664219358,4.4667033081594,297.348508203332,12.1765710476905,435.667527522636
"9063",213.244320052183,-73.2848920420885,34.5160399802909,61.5670171017756,-18.0438741369937,116.026990424745,12.0363395921551,394.807124535999
"9064",236.497360014071,-97.0051242637244,33.2076360509758,53.1752010111504,-94.4943511428215,125.599939565789,12.0601680059889,413.045266355628
"9065",225.65407714317,-67.2889676254414,32.2423929689616,67.2177715666088,48.0735267471156,378.654032846754,12.0802419318273,413.23097077171
"9066",237.37794746261,-89.135349831933,35.4180317074135,48.496754525419,-76.7382389706618,398.332004232149,12.1893090849705,441.957416258746
"9067",228.460231729479,-98.2350683959668,34.8902496169839,45.0107161249759,-134.173918883637,163.358618190124,11.7949342665735,347.527322285114
"9068",214.157840456817,-107.878335319864,31.8123591559897,50.5727959338976,-43.9435626835165,157.974115983144,11.9283195359003,386.406822106428
"9069",227.261376438493,-93.7588598989228,35.5939876602465,44.7669391735998,-82.6043941174629,283.926796477389,12.0463169836722,405.682030232235
"9070",219.326726802725,-87.3698862602384,36.2009229190237,64.7452401128171,30.1586948489923,555.365710520242,11.9183068476247,351.162969671551
"9071",223.325308097545,-85.3574321813292,30.304069961523,58.7833951348823,-26.3833502250158,1.02391466162843,12.03900001,423.206919661141
"9072",229.821564410129,-134.430989783261,31.6460000073386,28.669242481316,-157.686188964263,509.540893011739,11.6810429844166,350.483223374596
"9073",240.292912489743,-80.0922624235635,34.8180590045956,46.0542585594631,-76.4342601771732,374.150558387263,12.2069331118342,451.493692139384
"9074",229.782103435451,-85.96683023781,32.0424085769288,58.2082408378539,-43.7335116593553,-5.44319973993557,12.0988694454486,422.111079187392
"9075",257.866464159715,-95.8663238897877,32.7851784864195,61.3806008905975,-14.3516037146542,457.950919504346,12.3841045500479,497.862956225071
"9076",237.600906536005,-118.792951714257,35.716914252284,39.8683611047106,-72.2483179328016,1000.07408111657,12.1595478857927,428.8117935279
"9077",239.728431802079,-121.523376488059,28.7957416130729,47.6367785393582,-61.2214303322073,328.000037829668,12.089194563915,453.19068288526
"9078",213.570947247124,-41.2877609471649,33.465484765617,43.6749239995105,-61.2477481280607,159.057062588386,11.9853919700982,400.779693899611
"9079",238.095947134926,-87.0664434224294,33.8460757043969,49.8267695098763,-67.7273292062744,733.087917224774,12.23700001,457.91904477173
"9080",240.86787089207,-62.9309901351482,36.1082404393283,66.8711881834794,-37.0532072625101,-8.24664434988669,12.2766269369503,453.072144509122
"9081",231.236142316154,-60.9860398682276,33.2251845434496,48.1041875168196,-89.9238913782875,105.855438759448,12.0332484448424,408.215950261322
"9082",196.132506801572,-66.1467361734423,32.5264989113191,56.1691884782872,36.7968835171681,320.844490971367,11.8331554593874,347.668405086092
"9083",266.899541263823,-84.5541933573039,30.8237015350177,48.1722677568995,-89.3986748438057,424.609459883288,12.3479128652422,513.728824519771
"9084",243.309494574182,-125.389333124358,32.0976683186725,57.7724603326742,-7.30980231997732,563.792067498883,12.2103179038019,444.990274465033
"9085",241.679706633182,-69.8523749353537,34.4222370858263,49.3001804051112,-131.110200045424,231.959937312182,12.0836125499627,422.085816623933
"9086",242.311148419405,-122.997667584403,35.2362725359873,54.168607757465,-90.0460142466262,509.107785715728,12.1956485463776,441.330976451093
"9087",197.05893533483,-75.7633301228704,33.5278282241754,47.8003304340093,-42.7486706319787,239.40921393247,11.8515154156231,361.939343565859
"9088",248.637795645425,-112.009167445717,32.4441122458514,62.2520736779896,-17.132603581362,450.142448962426,12.2861819109179,468.509635185357
"9089",254.220075341224,-85.0954658358767,33.5545934998835,68.7241297488273,2.07929183796153,340.017946885879,12.3641137064933,481.978918996683
"9090",199.41267273334,13.7992117130461,33.3318098421575,48.648049613907,-23.5353185005919,-36.8207120325938,11.98956824588,400.488440553796
"9091",213.844497577231,-70.8919294453868,32.0375072697342,60.0065102952843,5.27713992565617,42.7654996680201,12.0531685687028,409.489294210338
"9092",210.358912932678,-96.7877164153999,33.413078834943,43.3220452773658,-83.2375139987071,155.822788668045,11.7808363859048,351.078348905575
"9093",199.932357251599,-87.1902107674331,31.9168333978453,18.0941752523387,-138.69073707736,562.838243833079,11.5126722853983,330.283000981292
"9094",255.208737293549,-53.3559630745439,36.1164259470952,47.4795878429652,-122.377351071592,281.621990006337,12.2592655685972,463.964988839434
"9095",204.842345336327,-8.81223963804541,31.453610776125,54.3626661492675,-22.002259446976,-38.3063313305441,12.0234668254124,410.228029697843
"9096",236.46297089914,-74.8840445117798,33.9484894135485,27.2955850061098,-149.637432070436,520.200689663433,11.901539974863,398.952155271159
"9097",213.791588631585,-73.3405052544863,33.3806494888661,45.4129681842744,-76.8319109290494,208.840275462312,11.9317829103836,386.839782675321
"9098",217.624284239533,-85.9158878456982,35.7377388435909,63.2154239587089,-17.5352485876087,180.86081165945,12.0481451795307,394.678507974276
"9099",229.758010946667,-91.7294782459932,36.9696249610528,58.2929038820967,-58.0649473299543,433.260001246322,12.1483524342978,419.877688167418
"9100",241.160492126767,-123.900265730777,34.0531739762223,47.5253445596855,-117.951684225736,471.772958039991,12.1167093845207,431.784623896858
"9101",217.542731638565,-122.158059526395,35.1925801856627,56.5432364454758,-27.3906182003364,121.879052313464,11.9674687280847,375.734144088645
"9102",233.692857595244,-71.199584257513,32.4753104699671,64.8963350362055,-20.9639013563714,53.0880305053537,12.22000001,452.627503021431
"9103",258.953183578081,-112.33663546404,34.1036252797345,58.0772386991009,-60.0229216829641,606.365615359799,12.3628533935264,489.210408561535
"9104",264.397548680123,-149.99309306009,29.4597508208308,46.5671188719713,-83.8277688477864,557.351102007881,12.2508909130609,501.736716555653
"9105",215.562577121758,-53.0989344662449,32.732683505812,50.182256266796,-30.1403009159069,42.2252391879629,12.0344699734121,409.973776978195
"9106",209.867668454413,-29.5604152610164,31.2887929069376,63.2506755485127,7.89877047323553,-91.6955863371461,12.05300001,420.284442411082
"9107",221.50008671168,-77.2944900006126,32.2928317070645,63.2119599950703,41.3049501158887,362.125524653402,12.0665144838145,401.077371739693
"9108",238.909339527964,-123.694699573647,30.7753885697297,66.8902778056807,-4.93457604239576,95.075811691976,12.1600153148132,444.501574073852
"9109",239.238519277322,-78.576988356873,32.5863940489793,42.9291346116,-110.62715196036,390.081119001151,12.1026541124737,436.375060780899
"9110",245.695734823329,-97.8093455065817,33.1746699140812,54.5416609116514,-74.9314166625747,63.3076079729265,12.1612593651787,441.151557550568
"9111",238.118723273562,-97.6470313500383,31.2150002923919,46.9333708825371,-66.470015725704,278.251376915542,12.1303361278521,444.215428128805
"9112",264.16623177964,-103.931363588016,32.764713801535,59.0596330254439,-77.708013802042,82.5463928850517,12.3199574263191,484.53942389434
"9113",229.265378980271,-134.978891217522,32.8576263664201,62.2230181920498,-16.5721577392324,140.845982635514,12.0716817645887,406.698749106808
"9114",248.096677864399,-123.154890613204,34.0154306907138,64.1092658629798,-21.7506749925372,356.383405577117,12.2621332988857,452.734302893435
"9115",228.186732574791,-104.988682327815,32.339349975455,48.7252974278887,-74.283249556779,107.779946312544,11.9666191044189,395.522716447119
"9116",211.439921049598,-100.651270481103,32.2465591741587,36.4959505135959,-57.3644594558709,423.01742177815,11.9203602671637,390.98615851034
"9117",223.373644990577,-75.7368606213589,28.7329291762618,44.6721594338204,-40.2986536770864,407.90648880656,12.0699863115584,451.8091938958
"9118",243.240277499294,-72.6780544740521,34.2104299807134,38.124305742446,-128.812591005837,276.633130460441,11.9980449416288,406.599556773294
"9119",225.734024329217,-66.8953120661772,34.4111435343081,33.4037399462894,-106.964264319452,421.286011929208,11.9825664522672,409.19767874484
"9120",228.005737087468,-118.195351590189,33.5389251016272,50.7308927113371,-54.3727913491903,487.430090829557,12.0878809042935,416.666562471638
